OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,VOLTAGE,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
505,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,510,Albury,Operational,132,Lavington,New South Wales,5,23/02/2017,,-36.0538175,146.952647
506,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,511,Jindera,Operational,330,Jindera,New South Wales,5,23/02/2017,,-35.9253465,146.908546
507,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,512,Australian Newsprint Mills,Operational,132,Ettamogah,New South Wales,5,23/02/2017,,-35.9941497,146.9846908
508,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,513,Koolkhan,Operational,132,Koolkhan,New South Wales,5,23/02/2017,,-29.61617413,152.9328597
509,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,514,Upper Tumut,Operational,330,Cabramurra,New South Wales,5,23/02/2017,,-35.910907,148.386037
510,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,515,Barcaldine,Operational,132,Barcaldine,Queensland,5,23/02/2017,,-23.55141198,145.312255
511,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,516,Pandoin,Operational,110,Glenlee,Queensland,5,23/02/2017,,-23.26528747,150.4708515
512,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,517,Charmhaven,Operational,132,Woongarrah,New South Wales,5,23/02/2017,,-33.24467898,151.4920904
513,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,518,Wyong,Operational,132,Wyong,New South Wales,5,23/02/2017,,-33.26719515,151.4378805
514,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,519,West Gosford,Operational,66,West Gosford,New South Wales,5,23/02/2017,,-33.42099671,151.3317101
515,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,520,Warringah,Operational,132,Allambie Heights,New South Wales,5,23/02/2017,,-33.75458796,151.2441313
516,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,521,Willoughby,Operational,132,Artarmon,New South Wales,5,23/02/2017,,-33.81679526,151.1853991
517,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,522,Pyrmont,Operational,132,Pyrmont,New South Wales,5,23/02/2017,,-33.8704768,151.1935663
518,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,523,Canterbury,Operational,132,Earlwood,New South Wales,5,23/02/2017,,-33.92157194,151.1159491
519,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,524,Campbell,Operational,132,Surry Hills,New South Wales,5,23/02/2017,,-33.87982845,151.2123194
520,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,525,Kingsford,Operational,132,Kingsford,New South Wales,5,23/02/2017,,-33.92716991,151.2300166
521,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,526,Bunnerong,Operational,132,Matraville,New South Wales,5,23/02/2017,,-33.96894352,151.2291267
522,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,527,Balranald,Operational,220,Balranald,New South Wales,5,23/02/2017,,-34.77560673,143.5251018
523,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,528,Broken Hill,Operational,220,Broken Hill,New South Wales,5,23/02/2017,,-31.98625687,141.4192561
524,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,529,Worsley,Operational,132,Worsley,Western Australia,5,23/02/2017,,-33.2370565,116.059524
525,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,530,Landwehr,Operational,330,Wagerup,Western Australia,5,23/02/2017,,-32.89879968,115.8170233
526,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,531,Mount Barker,Operational,132,Mount Barker,Western Australia,5,23/02/2017,,-34.6029833,117.6065028
527,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,532,Turkinje,Operational,132,Mareeba,Queensland,5,23/02/2017,,-17.0627605,145.4351255
528,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,533,Roma,Operational,132,Roma,Queensland,5,23/02/2017,,-26.5781155,148.8399335
529,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,534,Torrington,Operational,110,Torrington,Queensland,5,23/02/2017,,-27.5563545,151.899565
530,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,535,Maryborough,Operational,132,Maryborough West,Queensland,5,23/02/2017,,-25.49830738,152.6673399
531,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,536,Alligator Creek,Operational,132,Alligator Creek,Queensland,5,23/02/2017,,-21.3243155,149.1918295
532,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,537,Clermont,Operational,132,Clermont,Queensland,5,23/02/2017,,-22.8497046,147.6109057
533,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,538,Millchester,Operational,132,Millchester,Queensland,5,23/02/2017,,-20.10156569,146.2802824
534,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,539,Tangkam,Operational,110,Aubigny,Queensland,5,23/02/2017,,-27.47958738,151.6696263
535,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,540,Tuggerah,Operational,330,Tuggerah,New South Wales,5,23/02/2017,,-33.308009,151.4334605
536,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,541,Tomago,Operational,330,Tomago,New South Wales,5,23/02/2017,,-32.82177396,151.7141514
537,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,542,Waratah West,Operational,132,Waratah West,New South Wales,5,23/02/2017,,-32.890168,151.7099465
538,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,543,BHP,Operational,132,Mayfield North,New South Wales,4,23/02/2017,,-32.88516492,151.7419825
539,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,544,Nepean,Operational,132,Spring Farm,New South Wales,5,23/02/2017,,-34.072091,150.7322595
540,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,545,Regentville,Operational,330,Mulgoa,New South Wales,5,23/02/2017,,-33.788008,150.6485235
541,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,546,Carlingford,Operational,132,Carlingford,New South Wales,5,23/02/2017,,-33.782624,151.0442395
542,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,547,Hawksbury,Operational,132,South Windsor,New South Wales,5,23/02/2017,,-33.6281265,150.813457
543,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,548,Vineyard,Operational,330,Vineyard,New South Wales,5,23/02/2017,,-33.657088,150.8434735
544,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,549,Kenthurst,Operational,66,Kenthurst,New South Wales,5,23/02/2017,,-33.666313,151.002759
545,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,550,Blacktown,Operational,132,Prospect,New South Wales,5,23/02/2017,,-33.80242667,150.9264218
546,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,551,Sydney West,Operational,330,Eastern Creek,New South Wales,5,23/02/2017,,-33.81607651,150.8279464
547,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,552,Ingleburn,Operational,330,Minto,New South Wales,5,23/02/2017,,-34.0143425,150.851327
548,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,553,West Liverpool,Operational,132,Prestons,New South Wales,5,23/02/2017,,-33.9309484,150.8717773
549,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,554,Kemps Creek,Operational,500,Austral,New South Wales,5,23/02/2017,,-33.9006505,150.8085335
550,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,555,Sydney South,Operational,330,Picnic Point,New South Wales,5,23/02/2017,,-33.9786545,151.012896
551,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,556,Cairns City,Operational,132,Cairns City,Queensland,5,23/02/2017,,-16.926671,145.7767665
552,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,557,Point Henry,Operational,220,Moolap,Victoria,5,23/02/2017,,-38.13502919,144.4222826
553,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,558,Sydenham,Operational,500,Plumpton,Victoria,5,23/02/2017,,-37.67616315,144.7472126
554,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,559,Thomastown,Operational,220,Thomastown,Victoria,5,23/02/2017,,-37.69369909,145.009929
555,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,560,Templestowe,Operational,220,Templestowe,Victoria,5,23/02/2017,,-37.74806994,145.1705358
556,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,561,Rowville,Operational,220,Rowville,Victoria,5,23/02/2017,,-37.92927956,145.2272831
557,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,562,Springvale,Operational,220,Springvale,Victoria,5,23/02/2017,,-37.92818217,145.1461007
558,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,563,Heatherton,Operational,220,Moorabbin,Victoria,5,23/02/2017,,-37.941128,145.078232
559,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,564,Triabunna,Operational,110,Triabunna,Tasmania,5,23/02/2017,,-42.4998625,147.9092015
560,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,565,Sorell,Operational,110,Sorell,Tasmania,5,23/02/2017,,-42.77624,147.5553918
561,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,566,Rokeby,Operational,110,Clarendon Vale,Tasmania,5,23/02/2017,,-42.88738547,147.4496461
562,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,567,Lindisfarne,Operational,110,Geilston Bay,Tasmania,5,23/02/2017,,-42.82488388,147.3493865
563,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,568,Risdon,Operational,110,Lutana,Tasmania,5,23/02/2017,,-42.83593547,147.316465
564,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,569,Nebo,Operational,275,Nebo,Queensland,5,23/02/2017,,-21.63172666,148.6831987
565,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,570,Warwick,Operational,110,Warwick,Queensland,5,23/02/2017,,-28.1968785,152.05077
566,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,571,Penola West,Operational,132,Monbulla,South Australia,5,23/02/2017,,-37.4570595,140.7817076
567,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,572,Cranbourne,Operational,500,Cranbourne West,Victoria,5,23/02/2017,,-38.08563427,145.2664321
568,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Subtransmission,573,Tods Corner,Operational,44,Tods Corner,Tasmania,3,23/02/2017,,-41.97166626,146.7981375
569,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,574,Tyabb,Operational,220,Tyabb,Victoria,5,23/02/2017,,-38.2678605,145.201553
570,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,575,Kincraig,Operational,132,Naracoorte,South Australia,5,23/02/2017,,-36.965143,140.68796
571,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,576,Snuggery,Operational,132,Mayurra,South Australia,5,23/02/2017,,-37.6642355,140.4166225
572,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,577,Mount Gambier,Operational,132,Mount Gambier,South Australia,5,23/02/2017,,-37.838932,140.804478
573,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,578,Devonport,Operational,110,Miandetta,Tasmania,5,23/02/2017,,-41.1961035,146.3408765
574,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,579,Wesley Vale,Operational,110,Wesley Vale,Tasmania,5,23/02/2017,,-41.17918936,146.4448508
575,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,580,Scottsdale,Operational,110,Scottsdale,Tasmania,5,23/02/2017,,-41.16504731,147.523835
576,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,581,Norwood,Operational,110,Norwood,Tasmania,5,23/02/2017,,-41.473354,147.1848515
577,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,582,Hadspen,Operational,220,Travellers Rest,Tasmania,5,23/02/2017,,-41.50146,147.095381
578,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,583,Trevallyn,Operational,110,Trevallyn,Tasmania,5,23/02/2017,,-41.42323344,147.1124386
579,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,584,Comalco,Operational,110,Bell Bay,Tasmania,5,23/02/2017,,-41.12388287,146.8722157
580,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,585,Tasmanian Electro Metallurgica,Operational,110,Bell Bay,Tasmania,5,23/02/2017,,-41.12975546,146.8556199
581,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,586,Starwood,Operational,110,Bell Bay,Tasmania,5,23/02/2017,,-41.12152487,146.8476281
582,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,587,Mount McLaren,Operational,132,Gemini Mountains,Queensland,5,23/02/2017,,-22.47860502,147.6992785
583,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,588,Peak Downs,Operational,132,Winchester,Queensland,5,23/02/2017,,-22.2319845,148.208301
584,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,589,Moranbah South,Operational,132,Moranbah,Queensland,5,23/02/2017,,-22.06020079,147.9920743
585,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,590,Wandoo,Operational,132,Nebo,Queensland,5,23/02/2017,,-21.77600407,148.8854541
586,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,591,Nebo,Operational,132,Nebo,Queensland,5,23/02/2017,,-21.63002114,148.6827141
587,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,592,Oonooie,Operational,132,Sarina,Queensland,5,23/02/2017,,-21.46902687,149.2338472
588,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,593,Three Springs,Operational,132,Womarden,Western Australia,5,23/02/2017,,-29.5177955,115.7692615
589,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,594,Kilburn,Operational,275,Port Adelaide,South Australia,5,23/02/2017,,-34.84752325,138.5806041
590,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,595,Queanbeyan,Operational,132,Jerrabomberra,Australian Capital Territory,5,23/02/2017,,-35.33983163,149.2168901
591,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,596,Canberra,Operational,330,Belconnen,Australian Capital Territory,5,23/02/2017,,-35.2187855,148.996331
592,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,597,Dysart,Operational,132,Dysart,Queensland,5,23/02/2017,,-22.54705288,148.4063609
593,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,598,Norwich Park,Operational,132,Dysart,Queensland,5,23/02/2017,,-22.705549,148.4413925
594,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,599,Dingo,Operational,132,Goowarra,Queensland,5,23/02/2017,,-23.6594285,149.409262
595,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,600,Broadsound,Operational,275,Clarke Creek,Queensland,5,23/02/2017,,-22.82071617,149.4039598
596,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,601,Grantleigh,Operational,132,Gogango,Queensland,5,23/02/2017,,-23.67666125,150.0200676
597,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,602,Egans Hill,Operational,132,Gracemere,Queensland,5,23/02/2017,,-23.443403,150.5014755
598,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,603,Bouldercombe,Operational,132,Bouldercombe,Queensland,5,23/02/2017,,-23.5361339,150.4869514
599,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,604,Stanwell,Operational,275,Stanwell,Queensland,5,23/02/2017,,-23.5157715,150.319888
600,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,605,Boat Creek,Operational,132,Yarwun,Queensland,5,23/02/2017,,-23.83082632,151.1653841
601,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,606,Gladstone South,Operational,132,Toolooa,Queensland,5,23/02/2017,,-23.8845655,151.2740445
602,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,607,Callemondah,Operational,132,Byellee,Queensland,5,23/02/2017,,-23.87073478,151.1961116
603,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,608,Cataby,Operational,132,Cooljarloo,Western Australia,5,23/02/2017,,-30.65165856,115.4576433
604,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,609,Chapman,Operational,132,Spalding,Western Australia,5,23/02/2017,,-28.72462047,114.632102
605,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,610,Geraldton,Operational,132,Woorree,Western Australia,5,23/02/2017,,-28.7690745,114.648775
606,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,611,Mungarra,Operational,132,West Casuarinas,Western Australia,5,23/02/2017,,-28.89013087,115.1186244
607,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,612,Busselton,Operational,132,Vasse,Western Australia,5,23/02/2017,,-33.68613906,115.2683457
608,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,613,Collie,Operational,66,Collie,Western Australia,5,23/02/2017,,-33.34853111,116.140895
609,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,614,Owen Springs,Operational,66,Hugh,Northern Territory,5,23/02/2017,,-23.86287887,133.8250408
610,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Transmission,615,Brewer Estate,Operational,22,Hugh,Northern Territory,5,23/02/2017,,-23.88180914,133.8288227
611,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,616,South East,Operational,275,Mingbool,South Australia,5,23/02/2017,,-37.733363,140.840427
612,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,617,Whyalla,Operational,132,Whyalla,South Australia,5,23/02/2017,,-33.00992564,137.5766823
613,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,618,Proserpine,Operational,132,Kelsey Creek,Queensland,5,23/02/2017,,-20.388501,148.539783
614,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,619,Manton,Operational,132,Darwin River Dam,Northern Territory,1,23/02/2017,,-12.89475756,131.1394392
615,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,620,Humpty Doo,Operational,66,Lambells Lagoon,Northern Territory,1,23/02/2017,,-12.60849547,131.2659202
616,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,621,Bundey,Operational,66,Mount Bundey,Northern Territory,1,23/02/2017,,-12.82375106,131.5737741
617,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,622,McMinns,Operational,66,Bees Creek,Northern Territory,1,23/02/2017,,-12.56474746,131.0724082
618,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,623,Palmerston,Operational,66,Yarrawonga,Northern Territory,5,23/02/2017,,-12.47730234,130.9892514
619,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,624,City,Operational,66,Darwin City,Northern Territory,5,23/02/2017,,-12.4569235,130.8424585
620,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,625,Snell Street,Operational,66,Woolner,Northern Territory,5,23/02/2017,,-12.42982142,130.8579713
621,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,626,Casuarina,Operational,66,Jingili,Northern Territory,5,23/02/2017,,-12.38324536,130.8760421
622,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,627,Kareeya ,Operational,132,Cardstone,Queensland,5,23/02/2017,,-17.7673495,145.5791034
623,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,628,Chinchilla,Operational,132,Chinchilla,Queensland,5,23/02/2017,,-26.74449932,150.6451753
624,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,629,Cape Lambert ,Operational,220,Wickham,Western Australia,5,23/02/2017,,-20.6535305,117.1391075
625,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,630,Karratha ,Operational,132,Stove Hill,Western Australia,5,23/02/2017,Gas,-20.762308,116.8348525
626,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,631,South Hedland,Operational,66,South Hedland,Western Australia,5,23/02/2017,,-20.4092555,118.6160485
627,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,632,Hedland,Operational,220,Boodarie,Western Australia,5,23/02/2017,,-20.386174,118.5764254
628,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,633,Alan Sherriff,Operational,132,Mount Louisa,Queensland,5,23/02/2017,,-19.28650813,146.7476528
629,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,634,Black River,Operational,66,Beach Holm,Queensland,5,23/02/2017,,-19.23305801,146.6532773
630,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,635,Cardwell,Operational,132,Damper Creek,Queensland,5,23/02/2017,,-18.340153,146.0468315
631,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,636,Fairfax Lane,Operational,132,Moss Vale,New South Wales,5,23/02/2017,,-34.5523465,150.4067615
632,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,637,Marulan,Operational,330,Brayton,New South Wales,5,23/02/2017,,-34.6153365,150.0519305
633,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,638,Spring Hill,Operational,132,Unanderra,New South Wales,5,23/02/2017,,-34.45915119,150.8604919
634,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,639,Dapto,Operational,330,Yallah,New South Wales,5,23/02/2017,,-34.534632,150.781179
635,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,640,Avon,Operational,330,Avon,New South Wales,5,23/02/2017,,-34.4472696,150.7438273
636,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,641,Stanthorpe,Operational,110,Stanthorpe,Queensland,5,23/02/2017,,-28.6453205,151.916848
637,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,642,Kilkivan,Operational,132,Kilkivan,Queensland,5,23/02/2017,,-26.08119976,152.2585255
638,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,643,Kemmis,Operational,132,Hail Creek,Queensland,5,23/02/2017,,-21.57350371,148.3844658
639,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,644,Townsville,Operational,132,Yabulu,Queensland,5,23/02/2017,,-19.20011589,146.6194433
640,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,645,Townsville Zinc,Operational,132,Stuart,Queensland,5,23/02/2017,,-19.33545611,146.8884966
641,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,646,Townsville South,Operational,132,Stuart,Queensland,5,23/02/2017,,-19.35111744,146.8529699
642,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,647,Dan Gleeson,Operational,66,Condon,Queensland,5,23/02/2017,,-19.32044616,146.7179527
643,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,648,Garbutt,Operational,132,Garbutt,Queensland,5,23/02/2017,,-19.26905611,146.7781712
644,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,649,Gregory,Operational,132,Lilyvale,Queensland,5,23/02/2017,,-23.14875446,148.3917257
645,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,650,Lilyvale,Operational,275,Lilyvale,Queensland,5,23/02/2017,,-23.12912541,148.4281846
646,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,651,Lismore 330,Operational,330,McKees Hill,New South Wales,5,23/02/2017,,-28.89046903,153.1886382
647,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,652,Beaudesert,Operational,110,Beaudesert,Queensland,5,23/02/2017,,-27.9649035,152.992965
648,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,653,Corinda,Operational,110,Corinda,Queensland,5,23/02/2017,,-27.5372895,152.980463
649,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,654,Belmont-H3,Operational,275,Mansfield,Queensland,5,23/02/2017,,-27.5370355,153.115188
650,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,655,Mudgeeraba,Operational,275,Varsity Lakes,Queensland,5,23/02/2017,,-28.093811,153.3972585
651,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,656,Bendigo,Operational,220,Golden Square,Victoria,5,23/02/2017,,-36.7840245,144.2535898
652,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,657,Horsham,Operational,220,Riverside,Victoria,5,23/02/2017,,-36.72220453,142.2475892
653,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,658,Shepparton,Operational,220,Shepparton North,Victoria,5,23/02/2017,,-36.34281281,145.4145774
654,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,659,Molendinar,Operational,275,Molendinar,Queensland,5,23/02/2017,,-27.97843192,153.3600706
655,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,660,Surfers Paradise,Operational,110,Surfers Paradise,Queensland,5,23/02/2017,,-27.997805,153.4268985
656,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,661,Cades County,Operational,110,Oxenford,Queensland,5,23/02/2017,,-27.9044025,153.311482
657,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,662,Beenleigh,Operational,110,Mount Warren Park,Queensland,5,23/02/2017,,-27.72442346,153.2082523
658,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,663,Chapel Street,Operational,220,Glenorchy,Tasmania,5,23/02/2017,,-42.84308091,147.2549598
659,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,664,Middle Ridge,Operational,330,Kearneys Spring,Queensland,5,23/02/2017,,-27.6229838,151.9465189
660,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,665,Stony Creek,Operational,132,Newlands,Queensland,5,23/02/2017,,-21.28825,147.9421545
661,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,666,Bundaberg,Operational,132,Kensington,Queensland,5,23/02/2017,,-24.9171415,152.299799
662,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,667,Clare,Operational,66,Kirknie,Queensland,3,23/02/2017,,-19.90501036,147.2346181
663,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,668,Moura,Operational,132,Kianga,Queensland,5,23/02/2017,,-24.51384347,150.0654396
664,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,669,Rocklands,Operational,132,Port Curtis,Queensland,5,23/02/2017,,-23.4440405,150.5073645
665,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,670,Woolooga,Operational,275,Lower Wonga,Queensland,5,23/02/2017,,-26.089696,152.4383545
